"","created_at","id","id_str","text","truncated","in_reply_to_status_id","in_reply_to_status_id_str","in_reply_to_user_id","in_reply_to_user_id_str","in_reply_to_screen_name","geo","coordinates","place","contributors","is_quote_status","quote_count","reply_count","retweet_count","favorite_count","favorited","retweeted","possibly_sensitive","filter_level","extended_tweet.full_text","full_tweet_text","joe_mentions","biden_mentions","vote_mentions","america_mentions","country_mentions","ballots_mentions","trump_mentions","republican_mentions","democrat_mentions","maga_mentions","canada_mentions","black_mentions","industry_mentions","hispanic_mentions","elections_mentions","covid_mentions","virus_mentions","healthcare_mentions","health_mentions","people_mentions","women_mentions","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"163","Thu Oct 15 15:37:09 +0000 2020",1316765059159392256,"1316765059159392256","https://t.co/1IfV0MC0zk",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,266,3214,10846,39548,FALSE,FALSE,FALSE,"low",NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
"164","Thu Oct 15 15:36:52 +0000 2020",1316764990829928448,"1316764990829928450","https://t.co/8DgCjsEM7k",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,205,1747,10769,37340,FALSE,FALSE,FALSE,"low",NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
"165","Thu Oct 15 15:10:42 +0000 2020",1316758404388532224,"1316758404388532225","Heading to North Carolina soon. Really Big Crowd. We will have a great time!!!",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1827,16035,27045,178164,FALSE,FALSE,NA,"low",NA,"Heading to North Carolina soon Really Big Crowd We will have a great time",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,0,0,0,0,0,0,0
"166","Thu Oct 15 13:32:47 +0000 2020",1316733761262948352,"1316733761262948352","Will be interviewed by @Varneyco on @FoxBusiness  at 10:00 A.M.  Enjoy!",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,434,7584,12212,65838,FALSE,FALSE,NA,"low",NA,"Will be interviewed byonatAMEnjoy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
"167","Thu Oct 15 11:56:58 +0000 2020",1316709648712560640,"1316709648712560640","RT @scrowder: At what point is @Facebook election meddling?",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,0,0,0,FALSE,FALSE,NA,"low",NA,"At what point iselection meddling",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
"168","Thu Oct 15 11:56:40 +0000 2020",1316709572833415168,"1316709572833415168","RT @scrowder: It is VERY clear watching these hearings that Amy Coney Barrett will be confirmed. The Democrats have got nothin’.",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,0,0,FALSE,FALSE,NA,"low",NA,"It is VERY clear watching these hearings that Amy Coney Barrett will be confirmed The Democrats have got nothin",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,0,1
"169","Thu Oct 15 11:56:28 +0000 2020",1316709525525856256,"1316709525525856256","RT @scrowder: Shortly after the @Facebook Communications director admitted they were shadow banning today's Biden exposé, @Twitter has now…",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,0,0,FALSE,FALSE,NA,"low",NA,"Shortly after theCommunications director admitted they were shadow banning todays Biden exposhas now",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,0,0,0,0,1,0,1
"170","Thu Oct 15 11:56:10 +0000 2020",1316709446635212800,"1316709446635212801","RT @benshapiro: That dude will be incredible at folding pizza boxes when voters finally realize their error",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,0,0,0,FALSE,FALSE,NA,"low",NA,"That dude will be incredible at folding pizza boxes when voters finally realize their error",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,0,1,1,1,1,1,1
"171","Thu Oct 15 11:55:41 +0000 2020",1316709328204824576,"1316709328204824577","RT @theblaze: If you thought part one was good, you need to see part TWO! 🚨",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,0,0,0,FALSE,FALSE,NA,"low",NA,"If you thought part one was good you need to see part TWO",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,0,0,1,0,1,1,0,1
"172","Thu Oct 15 11:54:41 +0000 2020",1316709074952769536,"1316709074952769536","RT @Project_Veritas: He wouldn’t happen to mean illegally harvesting/paying cash for absentee ballots would he?  @coloradodems https://t.co…",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,0,0,FALSE,FALSE,NA,"low",NA,"He wouldnt happen to mean illegally harvestingpaying cash for absentee ballots would he",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,0,1,1,1,0,1,1,1
"173","Thu Oct 15 11:54:31 +0000 2020",1316709033663963136,"1316709033663963138","RT @JamesOKeefeIII: WATCH: @coloradodems Party Exec Committee member Kris Jacks doubles down on claims of ‘lying, cheating, and stealing’ t…",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,0,0,FALSE,FALSE,NA,"low",NA,"WATCHParty Exec Committee member Kris Jacks doubles down on claims of lying cheating and stealing t",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,2,1,0,0,0,1,2,0
"174","Thu Oct 15 11:51:43 +0000 2020",1316708327498317824,"1316708327498317825","RT @Project_Veritas: Hey @realdonaldtrump - can you believe this? We caught @jack from @Twitter removing retweets from our video. https://t…",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,0,0,FALSE,FALSE,NA,"low",NA,"Heycan you believe this We caughtfromremoving retweets from our video",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
"175","Thu Oct 15 11:50:38 +0000 2020",1316708058031157248,"1316708058031157250","RT @Lauren_Southern: If you were serious about stopping this censorship you would hold a hearing for Nathan Simington. @SenatorWicker",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,0,0,0,FALSE,FALSE,NA,"low",NA,"If you were serious about stopping this censorship you would hold a hearing for Nathan Simington",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,0,0,0,1,0
"176","Thu Oct 15 10:43:28 +0000 2020",1316691151936724992,"1316691151936724993","Nobody has ever done as much for Iowa as I have done for Iowa - Not even close!!! https://t.co/wvXnyYs7N9",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,2225,10668,13394,65224,FALSE,FALSE,FALSE,"low",NA,"Nobody has ever done as much for Iowa as I have done for IowaNot even close",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
"177","Thu Oct 15 09:18:01 +0000 2020",1316669648302149632,"1316669648302149634","RT @GOP: ""Nobody is going to do for Iowa what I did for Iowa.""—@realDonaldTrump in Iowa https://t.co/2IwtwFUqcg",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,0,0,FALSE,FALSE,FALSE,"low",NA,"Nobody is going to do for Iowa what I did for Iowa in Iowa",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
"178","Thu Oct 15 09:17:40 +0000 2020",1316669562784448512,"1316669562784448513","RT @GOP: ""Vice President Biden, you owe the people of America an apology, because it turns out you are a corrupt politician.""—@realDonaldTr…",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,0,0,FALSE,FALSE,NA,"low",NA,"Vice President Biden you owe the people of America an apology because it turns out you are a corrupt politician",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,1,2,2
"179","Thu Oct 15 09:17:04 +0000 2020",1316669409616965632,"1316669409616965632","RT @GOP: ""I ran for President because I could not sit back any longer &amp; watch the terrible injustices being done to the American people...I…",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,0,0,FALSE,FALSE,NA,"low",NA,"I ran for President because I could not sit back any longerwatch the terrible injustices being done to the American peopleI",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,1,1,0,1,0,1,1,1
"180","Thu Oct 15 09:10:09 +0000 2020",1316667668926279680,"1316667668926279681","RT @realDonaldTrump: I was thrilled to be back in the American Heartland with thousands of loyal, hardworking IOWA Patriots! 20 days from n…",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,0,0,FALSE,FALSE,NA,"low",NA,"I was thrilled to be back in the American Heartland with thousands of loyal hardworking IOWA Patriotsdays from n",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,1,0,1,1,0,1
"181","Thu Oct 15 08:59:06 +0000 2020",1316664886437568512,"1316664886437568512","So many great people mentioned in this article. Thank you! https://t.co/PPa50w38Ak",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,547,5460,13174,55213,FALSE,FALSE,FALSE,"low",NA,"So many great people mentioned in this article Thank you",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0
"182","Thu Oct 15 05:03:05 +0000 2020",1316605494870540288,"1316605494870540288","RT @FLOTUS: To all who have reached out - thank you. Here is my personal experience with COVID-19 :
https://t.co/XUysq0KVaY",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,0,0,FALSE,FALSE,FALSE,"low",NA,"To all who have reached outthank you Here is my personal experience with COVID",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,0,0
"183","Thu Oct 15 04:37:44 +0000 2020",1316599114549866496,"1316599114549866497","VOTE TRUMP. SAVE YOUR 2ND. AMENDMENT. https://t.co/oj45494xG5",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,647,7072,14248,60124,FALSE,FALSE,FALSE,"low",NA,"VOTE TRUMP SAVE YOUR ND AMENDMENT",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,2,1,2,2,1,2
"184","Thu Oct 15 04:34:05 +0000 2020",1316598194894233600,"1316598194894233601","Nancy Pelosi couldn’t care less about the American People or the great American Worker. She should approve needed S… https://t.co/2eULDEzM4s",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1848,11873,34462,136495,FALSE,FALSE,NA,"low","Nancy Pelosi couldn’t care less about the American People or the great American Worker. She should approve needed STIMULUS now. Most other Dems agree. Republicans are ready to go, I am ready to sign!!!","Nancy Pelosi couldnt care less about the American People or the great American Worker She should approve needed STIMULUS now Most other Dems agree Republicans are ready to go I am ready to sign",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,0,0,1,0,0,1,0,2
"185","Thu Oct 15 04:27:34 +0000 2020",1316596552757063680,"1316596552757063680","People are fleeing California. Taxes too high, Crime too high, Brownouts too many, Lockdowns too severe. VOTE FOR T… https://t.co/Ev76JQa3cd",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,10272,51501,55181,280697,FALSE,FALSE,NA,"low","People are fleeing California. Taxes too high, Crime too high, Brownouts too many, Lockdowns too severe. VOTE FOR TRUMP, WHAT THE HELL DO YOU HAVE TO LOSE!!!","People are fleeing California Taxes too high Crime too high Brownouts too many Lockdowns too severe VOTE FOR TRUMP WHAT THE HELL DO YOU HAVE TO LOSE",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,1,2,2,1,3,3,1,4,1
"186","Thu Oct 15 04:27:03 +0000 2020",1316596424478527488,"1316596424478527488","https://t.co/OAu6H3Hggx",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,695,3680,12991,65968,FALSE,FALSE,FALSE,"low",NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
"187","Thu Oct 15 04:24:58 +0000 2020",1316595899985014784,"1316595899985014784","https://t.co/jarbmPNJvp",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2344,6678,31147,169453,FALSE,FALSE,FALSE,"low",NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
"188","Thu Oct 15 04:21:05 +0000 2020",1316594924075311104,"1316594924075311104","Jorge, you’re really tough and really smart. My Great Honor to have your support! @GamebredFighter https://t.co/cehUjvCDUn",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,327,2454,13138,63551,FALSE,FALSE,FALSE,"low",NA,"Jorge youre really tough and really smart My Great Honor to have your support",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,1,1,1
"189","Thu Oct 15 04:19:21 +0000 2020",1316594487335030784,"1316594487335030785","RT @GamebredFighter: https://t.co/GE2NiJUxDc and learn how to protect yourselves from hooligans and other antifa like individuals #supernec…",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,0,0,FALSE,FALSE,FALSE,"low",NA,"and learn how to protect yourselves from hooligans and other antifa like individuals supernec",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,2
"190","Thu Oct 15 03:53:13 +0000 2020",1316587911349927936,"1316587911349927936","I’ve gone through years of a Fake, Illegal, and Totally Discredited Witch-Hunt, and now it’s revealed that it was a… https://t.co/IB4IZVtbLB",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2545,19210,47577,168698,FALSE,FALSE,NA,"low","I’ve gone through years of a Fake, Illegal, and Totally Discredited Witch-Hunt, and now it’s revealed that it was a Hoax by the “other side”, which must pay a price for what they did. Think of where we’d be now without Fake &amp; Fraudulent stories every night, for years!!!","Ive gone through years of a Fake Illegal and Totally Discredited WitchHunt and now its revealed that it was a Hoax by the other side which must pay a price for what they did Think of where wed be now without FakeFraudulent stories every night for years",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,2,1,1,2,1,1,3,1
"191","Thu Oct 15 03:26:54 +0000 2020",1316581285691830272,"1316581285691830275","https://t.co/thnTEgTJFX",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2651,12501,38071,87181,FALSE,FALSE,FALSE,"low",NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
"192","Thu Oct 15 03:22:53 +0000 2020",1316580278568022016,"1316580278568022016","Congratulations to the @nypost for having exposed the massive corruption surrounding Sleepy Joe Biden and our Count… https://t.co/HIOqxg5pUL",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2733,20167,72388,267574,FALSE,FALSE,NA,"low","Congratulations to the @nypost for having exposed the massive corruption surrounding Sleepy Joe Biden and our Country. He’s always been a corrupt politician. Disgraceful!","Congratulations to thefor having exposed the massive corruption surrounding Sleepy Joe Biden and our Country Hes always been a corrupt politician Disgraceful",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,2,0,0,0,0,0,4,0
"193","Thu Oct 15 02:06:44 +0000 2020",1316561113543106560,"1316561113543106566","https://t.co/Jg5Vgsw9JY",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,302,3175,11081,45216,FALSE,FALSE,FALSE,"low",NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
"194","Thu Oct 15 02:06:32 +0000 2020",1316561064180379648,"1316561064180379648","https://t.co/yJ2qjsPsGV",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,352,2371,12321,49468,FALSE,FALSE,FALSE,"low",NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
"195","Thu Oct 15 01:56:34 +0000 2020",1316558554732531712,"1316558554732531713","Joe Biden must immediately release all emails, meetings, phone calls, transcripts, and records related to his invol… https://t.co/y5ZXNiUuER",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,3761,32076,39652,115750,FALSE,FALSE,FALSE,"low","Joe Biden must immediately release all emails, meetings, phone calls, transcripts, and records related to his involvement in his family’s business dealings and influence peddling around the world—including in CHINA!
https://t.co/H8RSR1tljV","Joe Biden must immediately release all emails meetings phone calls transcripts and records related to his involvement in his familys business dealings and influence peddling around the worldincluding in CHINA",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,0,0,0,0,0,3,3,2
"196","Thu Oct 15 01:54:45 +0000 2020",1316558095628206080,"1316558095628206080","I was thrilled to be back in the American Heartland with thousands of loyal, hardworking IOWA Patriots! 20 days fro… https://t.co/NTbh9vowLc",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1333,7629,24032,93941,FALSE,FALSE,FALSE,"low","I was thrilled to be back in the American Heartland with thousands of loyal, hardworking IOWA Patriots! 20 days from now, we are going to win IOWA, and we are going to win 4 more years in the White House! https://t.co/TZtkDZWFUJ","I was thrilled to be back in the American Heartland with thousands of loyal hardworking IOWA Patriotsdays from now we are going to win IOWA and we are going to winmore years in the White House",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,1,2,0,1,2,0,2
"197","Thu Oct 15 01:52:44 +0000 2020",1316557590894006272,"1316557590894006272","THANK YOU IOWA! #MAGA https://t.co/cD5CaGu1cr",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,298,2725,12726,58699,FALSE,FALSE,FALSE,"low",NA,"THANK YOU IOWA MAGA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
"198","Wed Oct 14 23:06:06 +0000 2020",1316515656360099840,"1316515656360099841","https://t.co/d7HGsJhj8Q",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,3049,11281,54134,123094,FALSE,FALSE,FALSE,"low",NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
"199","Wed Oct 14 22:56:26 +0000 2020",1316513223802187776,"1316513223802187776","https://t.co/fVcn4CO3SQ",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,667,5952,18947,51863,FALSE,FALSE,FALSE,"low",NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
"200","Wed Oct 14 22:09:16 +0000 2020",1316501350658707456,"1316501350658707456","So terrible that Facebook and Twitter took down the story of “Smoking Gun” emails related to Sleepy Joe Biden and h… https://t.co/qEV2S1BZwC",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,4921,31577,74087,173992,FALSE,FALSE,FALSE,"low","So terrible that Facebook and Twitter took down the story of “Smoking Gun” emails related to Sleepy Joe Biden and his son, Hunter, in the @NYPost. It is only the beginning for them. There is nothing worse than a corrupt politician. REPEAL SECTION 230!!! https://t.co/g1RJFpIVUZ","So terrible that Facebook and Twitter took down the story of Smoking Gun emails related to Sleepy Joe Biden and his son Hunter in theIt is only the beginning for them There is nothing worse than a corrupt politician REPEAL SECTION",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,4,0,3,0,1,5,0
"201","Wed Oct 14 20:28:48 +0000 2020",1316476068337987584,"1316476068337987590","Just left the White House, on my way to the Great State of Iowa! https://t.co/fSphwlO7QI",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1458,13374,19147,110382,FALSE,FALSE,FALSE,"low",NA,"Just left the White House on my way to the Great State of Iowa",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,0,1,0,0,1,0,1
"202","Wed Oct 14 17:12:35 +0000 2020",1316426687584894976,"1316426687584894976","RT @HerschelWalker: GEORGIA, Let's go VOTE to keep our Freedoms for the best country in the world! 🇺🇸🇺🇸🇺🇸@potus  #MAGA2020 #Trump2020 #KAG2…",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,0,0,0,FALSE,FALSE,NA,"low",NA,"GEORGIA Lets go VOTE to keep our Freedoms for the best country in the worldMAGA Trump KAG",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,1,1,2,1,1,1
"203","Wed Oct 14 14:55:48 +0000 2020",1316392266181771264,"1316392266181771264","RT @realDonaldTrump: Republicans will be providing far better Healthcare than the Democrats, at a far lower cost...And will always protect…",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,0,0,FALSE,FALSE,NA,"low",NA,"Republicans will be providing far better Healthcare than the Democrats at a far lower costAnd will always protect",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,1,0,0,1,1,0,1,1,2
"204","Wed Oct 14 14:29:31 +0000 2020",1316385654587170816,"1316385654587170822","Georgia, this is your chance to MAKE AMERICA GREAT AGAIN. We have been strong for our Military, Vets, 2nd Amendment, and ALL. VOTE NOW!",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1798,20597,34052,175485,FALSE,FALSE,NA,"low",NA,"Georgia this is your chance to MAKE AMERICA GREAT AGAIN We have been strong for our Military Vets nd Amendment and ALL VOTE NOW",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,1,1,1,2,1,1,1
