"","word","n"
"1606","trip",1
"1607","troops",1
"1608","trumpdemocrats",1
"1609","truthand",1
"1610","try",1
"1611","tun",1
"1612","tunes",1
"1613","turned",1
"1614","turns",1
"1615","twitter",1
"1616","un",1
"1617","una",1
"1618","unburdened",1
"1619","understand",1
"1620","understands",1
"1621","underyou",1
"1622","unemploym",1
"1623","unemployment",1
"1624","unequivocal",1
"1625","unfit",1
"1626","unite",1
"1627","university",1
"1628","unlimited",1
"1629","unprecedented",1
"1630","unrelenting",1
"1631","update",1
"1632","urgency",1
"1633","use",1
"1634","usnot",1
"1635","venezuelan",1
"1636","venezuelans",1
"1637","versus",1
"1638","veterans",1
"1639","victoria",1
"1640","view",1
"1641","virgen",1
"1642","virginiayour",1
"1643","virtual",1
"1644","virusand",1
"1645","vision",1
"1646","visita",1
"1647","vladimir",1
"1648","vo",1
"1649","voi",1
"1650","voiceand",1
"1651","vs",1
"1652","wade",1
"1653","wage",1
"1654","wake",1
"1655","walls",1
"1656","wanted",1
"1657","wantsbut",1
"1658","war",1
"1659","warm",1
"1660","warmest",1
"1661","wasand",1
"1662","wasbut",1
"1663","waste",1
"1664","watched",1
"1665","watchi",1
"1666","wears",1
"1667","west",1
"1668","while",1
"1669","whitmer",1
"1670","whose",1
"1671","whyand",1
"1672","wilmington",1
"1673","wisconsin",1
"1674","wisconsintoday",1
"1675","witha",1
"1676","withdays",1
"1677","womenis",1
"1678","womens",1
"1679","woodward",1
"1680","workers",1
"1681","worldand",1
"1682","worldteachersday",1
"1683","worried",1
"1684","worse",1
"1685","wouldnt",1
"1686","wrap",1
"1687","wrapped",1
"1688","writing",1
"1689","written",1
"1690","wrong",1
"1691","yearsim",1
"1692","yes",1
"1693","yest",1
"1694","yet",1
"1695","yom",1
"1696","york",1
"1697","youfor",1
"1698","young",1
"1699","zones",1
