"","word","n"
"1618","baseless",1
"1619","bass",1
"1620","battlegrounds",1
"1621","battles",1
"1622","beach",1
"1623","bearing",1
"1624","beaten",1
"1625","beauty",1
"1626","became",1
"1627","bef",1
"1628","beginsvoteearly",1
"1629","begun",1
"1630","begunvote",1
"1631","behavior",1
"1632","behind",1
"1633","believed",1
"1634","believes",1
"1635","belittle",1
"1636","belong",1
"1637","beloved",1
"1638","benefits",1
"1639","besides",1
"1640","bet",1
"1641","beto",1
"1642","betray",1
"1643","betrayals",1
"1644","bettercheaper",1
"1645","beyondwhich",1
"1646","bidenbeto",1
"1647","bidenlinked",1
"1648","bidenmillion",1
"1649","bidenrolling",1
"1650","bigpointsgreat",1
"1651","bigtechcensorship",1
"1652","bigten",1
"1653","billing",1
"1654","bills",1
"1655","bin",1
"1656","bins",1
"1657","bipartisan",1
"1658","birth",1
"1659","birthday",1
"1660","bizarre",1
"1661","blac",1
"1662","blackouts",1
"1663","blathering",1
"1664","ble",1
"1665","bless",1
"1666","blessings",1
"1667","blew",1
"1668","blithely",1
"1669","blockbuster",1
"1670","blocked",1
"1671","blowing",1
"1672","blue",1
"1673","bluechecks",1
"1674","bluffs",1
"1675","blunt",1
"1676","boating",1
"1677","boe",1
"1678","bogus",1
"1679","bombshellhuge",1
"1680","bombshellstory",1
"1681","bookers",1
"1682","books",1
"1683","boom",1
"1684","booming",1
"1685","boost",1
"1686","boring",1
"1687","boris",1
"1688","bosses",1
"1689","bought",1
"1690","bounces",1
"1691","boxes",1
"1692","brain",1
"1693","brand",1
"1694","breakdown",1
"1695","breakingjust",1
"1696","breakingnews",1
"1697","breaks",1
"1698","breitbart",1
"1699","brennan",1
"1700","brennansfusion",1
"1701","bribery",1
"1702","bribing",1
"1703","brief",1
"1704","brigadein",1
"1705","brighter",1
"1706","broadcasting",1
"1707","broke",1
"1708","brookings",1
"1709","broward",1
"1710","brownouts",1
"1711","bs",1
"1712","btwhile",1
"1713","buildings",1
"1714","bureaus",1
"1715","bureausandrew",1
"1716","burglary",1
"1717","buris",1
"1718","burisma",1
"1719","burned",1
"1720","bury",1
"1721","businessesour",1
"1722","businesswoman",1
"1723","butfun",1
"1724","butminutes",1
"1725","buy",1
"1726","buying",1
"1727","byatamgreat",1
"1728","byis",1
"1729","byonatamenjoy",1
"1730","bythank",1
"1731","bytoif",1
"1732","bytonight",1
"1733","c",1
"1734","calendar",1
"1735","camefrom",1
"1736","camera",1
"1737","campuses",1
"1738","cancer",1
"1739","candidacy",1
"1740","candidateand",1
"1741","candidates",1
"1742","candidatetoday",1
"1743","capital",1
"1744","car",1
"1745","career",1
"1746","careful",1
"1747","cares",1
"1748","carlin",1
"1749","carry",1
"1750","carson",1
"1751","carter",1
"1752","cash",1
"1753","cashforballots",1
"1754","cashforvotes",1
"1755","castro",1
"1756","castrochavismo",1
"1757","castrochavistas",1
"1758","castrolover",1
"1759","casts",1
"1760","catastrophe",1
"1761","caughtfromremoving",1
"1762","cbs",1
"1763","cdt",1
"1764","celebrate",1
"1765","celeste",1
"1766","cell",1
"1767","censorsbut",1
"1768","censorship",1
"1769","central",1
"1770","century",1
"1771","ceremony",1
"1772","certain",1
"1773","cha",1
"1774","chairman",1
"1775","chairmanto",1
"1776","challenge",1
"1777","challenger",1
"1778","championed",1
"1779","changeslaw",1
"1780","channels",1
"1781","chanting",1
"1782","chapter",1
"1783","character",1
"1784","chastises",1
"1785","cheaper",1
"1786","cheated",1
"1787","check",1
"1788","checksthey",1
"1789","chief",1
"1790","chiefs",1
"1791","child",1
"1792","childish",1
"1793","chinas",1
"1794","choices",1
"1795","choosing",1
"1796","christopher",1
"1797","church",1
"1798","ciadoj",1
"1799","citizen",1
"1800","citizensyou",1
"1801","claimed",1
"1802","claiming",1
"1803","clarified",1
"1804","class",1
"1805","classand",1
"1806","classic",1
"1807","clean",1
"1808","cleaned",1
"1809","cleared",1
"1810","clearly",1
"1811","clearwhen",1
"1812","click",1
"1813","clients",1
"1814","clip",1
"1815","closedthousands",1
"1816","closely",1
"1817","closelyplease",1
"1818","closethey",1
"1819","closing",1
"1820","coaches",1
"1821","college",1
"1822","collude",1
"1823","colombia",1
"1824","colombian",1
"1825","combination",1
"1826","comes",1
"1827","commend",1
"1828","comment",1
"1829","communism",1
"1830","communities",1
"1831","community",1
"1832","comorbidity",1
"1833","compared",1
"1834","competitive",1
"1835","compilation",1
"1836","complex",1
"1837","compliment",1
"1838","concast",1
"1839","concasthosted",1
"1840","concerns",1
"1841","condemn",1
"1842","condemning",1
"1843","conduct",1
"1844","conducted",1
"1845","confidence",1
"1846","confiding",1
"1847","confir",1
"1848","confirmed",1
"1849","confiscate",1
"1850","confiscationpromisingin",1
"1851","conflict",1
"1852","congrats",1
"1853","connected",1
"1854","connections",1
"1855","conservative",1
"1856","consider",1
"1857","constituents",1
"1858","constitutio",1
"1859","consumed",1
"1860","containing",1
"1861","contents",1
"1862","continue",1
"1863","contractors",1
"1864","contrast",1
"1865","conversation",1
"1866","conviction",1
"1867","coolstrobe",1
"1868","coordination",1
"1869","cop",1
"1870","copious",1
"1871","copsburn",1
"1872","copsfortrump",1
"1873","corker",1
"1874","coronavirusall",1
"1875","corporations",1
"1876","corps",1
"1877","corpse",1
"1878","corr",1
"1879","correctness",1
"1880","correspondentsout",1
"1881","corroborates",1
"1882","costly",1
"1883","cou",1
"1884","coughing",1
"1885","counsel",1
"1886","count",1
"1887","counted",1
"1888","countries",1
"1889","countryand",1
"1890","counts",1
"1891","courtbut",1
"1892","courtexplainsand",1
"1893","courthas",1
"1894","courtpacking",1
"1895","covering",1
"1896","covidterrible",1
"1897","covidwhere",1
"1898","crafted",1
"1899","craftswill",1
"1900","crazier",1
"1901","create",1
"1902","creator",1
"1903","credentials",1
"1904","credibility",1
"1905","credits",1
"1906","crimes",1
"1907","crimina",1
"1908","criminals",1
"1909","criminalsterrorists",1
"1910","critical",1
"1911","crock",1
"1912","croo",1
"1913","crooks",1
"1914","crossborder",1
"1915","crucial",1
"1916","cruz",1
"1917","ct",1
"1918","cuomo",1
"1919","cures",1
"1920","current",1
"1921","customs",1
"1922","cuts",1
"1923","d",1
"1924","daily",1
"1925","dakota",1
"1926","dakotans",1
"1927","dallas",1
"1928","damn",1
"1929","dan",1
"1930","danchenko",1
"1931","dangerous",1
"1932","dare",1
"1933","daring",1
"1934","dark",1
"1935","dead",1
"1936","deadly",1
"1937","dealings",1
"1938","death",1
"1939","debt",1
"1940","debts",1
"1941","debuting",1
"1942","decadesvote",1
"1943","deceiving",1
"1944","decided",1
"1945","decimated",1
"1946","decision",1
"1947","decisions",1
"1948","declare",1
"1949","declaring",1
"1950","declassification",1
"1951","defeat",1
"1952","defective",1
"1953","defended",1
"1954","defending",1
"1955","defendpreserve",1
"1956","definitively",1
"1957","defund",1
"1958","degree",1
"1959","dekek",1
"1960","delaware",1
"1961","delay",1
"1962","delaybut",1
"1963","delayed",1
"1964","deliberately",1
"1965","delivers",1
"1966","demean",1
"1967","dementia",1
"1968","demled",1
"1969","denied",1
"1970","denver",1
"1971","depart",1
"1972","departed",1
"1973","departments",1
"1974","deployed",1
"1975","depreciationtax",1
"1976","depression",1
"1977","des",1
"1978","deserve",1
"1979","deserves",1
"1980","designed",1
"1981","desperate",1
"1982","desperately",1
"1983","destiny",1
"1984","destroying",1
"1985","details",1
"1986","determined",1
"1987","devastated",1
"1988","devoted",1
"1989","devoting",1
"1990","devotionyour",1
"1991","dianne",1
"1992","dick",1
"1993","didyears",1
"1994","die",1
"1995","differe",1
"1996","difference",1
"1997","difficult",1
"1998","digging",1
"1999","dinesh",1
"2000","dir",1
"2001","directed",1
"2002","direction",1
"2003","directions",1
"2004","dirtiest",1
"2005","dirty",1
"2006","disabled",1
"2007","disagrees",1
"2008","disclosed",1
"2009","discovering",1
"2010","discredited",1
"2011","discrepancy",1
"2012","discussing",1
"2013","disease",1
"2014","disgrace",1
"2015","dish",1
"2016","dismantle",1
"2017","disparage",1
"2018","dispatches",1
"2019","dispel",1
"2020","disposi",1
"2021","dispute",1
"2022","disrespected",1
"2023","disrespects",1
"2024","disrupting",1
"2025","dissolve",1
"2026","distra",1
"2027","distraction",1
"2028","district",1
"2029","districts",1
"2030","distrust",1
"2031","divideandconquer",1
"2032","divided",1
"2033","divisive",1
"2034","dnc",1
"2035","doctors",1
"2036","doctrine",1
"2037","document",1
"2038","dodge",1
"2039","doingverywell",1
"2040","dollar",1
"2041","dolloff",1
"2042","dominate",1
"2043","dona",1
"2044","donation",1
"2045","donations",1
"2046","doneit",1
"2047","door",1
"2048","doral",1
"2049","dose",1
"2050","doubled",1
"2051","doubles",1
"2052","doubling",1
"2053","doubt",1
"2054","dow",1
"2055","downlesm",1
"2056","downpeople",1
"2057","dozens",1
"2058","dr",1
"2059","drag",1
"2060","draining",1
"2061","driving",1
"2062","drop",1
"2063","dropper",1
"2064","drugs",1
"2065","drugsknowledge",1
"2066","ds",1
"2067","dude",1
"2068","dumb",1
"2069","dumping",1
"2070","dumpingpieces",1
"2071","dumpster",1
"2072","dunnos",1
"2073","each",1
"2074","earlier",1
"2075","earlyvoting",1
"2076","earns",1
"2077","earthand",1
"2078","eastland",1
"2079","easy",1
"2080","educating",1
"2081","edwards",1
"2082","effectively",1
"2083","either",1
"2084","el",1
"2085","ele",1
"2086","electe",1
"2087","electedto",1
"2088","electto",1
"2089","eligible",1
"2090","eliminated",1
"2091","elliotte",1
"2092","embarrassing",1
"2093","embarrassment",1
"2094","embassy",1
"2095","embodiment",1
"2096","employed",1
"2097","employee",1
"2098","empty",1
"2099","en",1
"2100","encouraged",1
"2101","encourages",1
"2102","ended",1
"2103","ending",1
"2104","endorse",1
"2105","ends",1
"2106","enemies",1
"2107","enemy",1
"2108","energized",1
"2109","energyjobsyour",1
"2110","enforcem",1
"2111","engagement",1
"2112","enquirer",1
"2113","enriched",1
"2114","ensuring",1
"2115","enterprise",1
"2116","enthusiastically",1
"2117","entrapped",1
"2118","envelopes",1
"2119","epa",1
"2120","equal",1
"2121","equally",1
"2122","eric",1
"2123","ericmoag",1
"2124","escalating",1
"2125","et",1
"2126","eternal",1
"2127","ethicsmorals",1
"2128","eus",1
"2129","evades",1
"2130","event",1
"2131","everapproval",1
"2132","everthank",1
"2133","everybody",1
"2134","exact",1
"2135","exactly",1
"2136","exceedingly",1
"2137","exceptional",1
"2138","exceptionally",1
"2139","exchangingfor",1
"2140","exciting",1
"2141","exclusivetalks",1
"2142","excon",1
"2143","excuse",1
"2144","exec",1
"2145","executed",1
"2146","execution",1
"2147","exists",1
"2148","expanded",1
"2149","expanding",1
"2150","expensive",1
"2151","experienced",1
"2152","expert",1
"2153","explain",1
"2154","expose",1
"2155","exposes",1
"2156","exposhas",1
"2157","exposing",1
"2158","express",1
"2159","expresss",1
"2160","exprisoners",1
"2161","extensive",1
"2162","extent",1
"2163","extortion",1
"2164","extreme",1
"2165","extremely",1
"2166","eyes",1
"2167","f",1
"2168","fa",1
"2169","fabricated",1
"2170","factcheckorg",1
"2171","faction",1
"2172","factories",1
"2173","facts",1
"2174","fail",1
"2175","failingand",1
"2176","failure",1
"2177","fairly",1
"2178","fakefraudulent",1
"2179","faketown",1
"2180","fall",1
"2181","fallingmake",1
"2182","falsehood",1
"2183","falsely",1
"2184","familymore",1
"2185","familys",1
"2186","fan",1
"2187","fandango",1
"2188","farleft",1
"2189","farmersa",1
"2190","faucis",1
"2191","faulty",1
"2192","favor",1
"2193","fcc",1
"2194","fda",1
"2195","fdrs",1
"2196","fearing",1
"2197","fearmonger",1
"2198","federalist",1
"2199","federalistill",1
"2200","federallyexpanded",1
"2201","feed",1
"2202","feinstein",1
"2203","fellow",1
"2204","felons",1
"2205","felt",1
"2206","fictionalizes",1
"2207","field",1
"2208","fightingwe",1
"2209","fights",1
"2210","figure",1
"2211","file",1
"2212","filing",1
"2213","filltheseat",1
"2214","film",1
"2215","finalized",1
"2216","finan",1
"2217","financedexecuted",1
"2218","financial",1
"2219","finding",1
"2220","fine",1
"2221","fines",1
"2222","fingers",1
"2223","finish",1
"2224","finished",1
"2225","fire",1
"2226","firebrand",1
"2227","firefighters",1
"2228","fires",1
"2229","firstever",1
"2230","fit",1
"2231","fitton",1
"2232","fitzgeraldwill",1
"2233","flags",1
"2234","fleeing",1
"2235","flu",1
"2236","flying",1
"2237","fo",1
"2238","focus",1
"2239","focused",1
"2240","focuses",1
"2241","foiled",1
"2242","folding",1
"2243","folks",1
"2244","follow",1
"2245","followers",1
"2246","follows",1
"2247","food",1
"2248","foot",1
"2249","football",1
"2250","footnotein",1
"2251","forballots",1
"2252","forces",1
"2253","forgot",1
"2254","forgotten",1
"2255","formed",1
"2256","formsla",1
"2257","fororjoe",1
"2258","forrest",1
"2259","fort",1
"2260","forth",1
"2261","fortrilliondollarsto",1
"2262","forum",1
"2263","forwa",1
"2264","founding",1
"2265","fox",1
"2266","frack",1
"2267","framework",1
"2268","frances",1
"2269","franklin",1
"2270","freely",1
"2271","freezes",1
"2272","friday",1
"2273","fridayevening",1
"2274","fridayin",1
"2275","friendly",1
"2276","friendship",1
"2277","fromand",1
"2278","fromfor",1
"2279","fromindefinitely",1
"2280","fromsen",1
"2281","fromthe",1
"2282","fromto",1
"2283","fromtojeff",1
"2284","fromwatch",1
"2285","front",1
"2286","fulfill",1
"2287","fun",1
"2288","funding",1
"2289","funds",1
"2290","furious",1
"2291","further",1
"2292","g",1
"2293","gaetz",1
"2294","gaffe",1
"2295","gallup",1
"2296","garced",1
"2297","garden",1
"2298","gardner",1
"2299","gate",1
"2300","gateallroads",1
"2301","gave",1
"2302","gee",1
"2303","gen",1
"2304","generalis",1
"2305","generally",1
"2306","generation",1
"2307","generous",1
"2308","germany",1
"2309","gianfortewill",1
"2310","gifted",1
"2311","ginsburg",1
"2312","given",1
"2313","gladly",1
"2314","glenn",1
"2315","glorious",1
"2316","godgiven",1
"2317","godso",1
"2318","goes",1
"2319","goldframed",1
"2320","google",1
"2321","gopall",1
"2322","gopled",1
"2323","gorsuch",1
"2324","gotv",1
"2325","governoris",1
"2326","governors",1
"2327","govt",1
"2328","gr",1
"2329","gracefully",1
"2330","graces",1
"2331","granted",1
"2332","grantees",1
"2333","grassley",1
"2334","grateful",1
"2335","greatnavy",1
"2336","grievances",1
"2337","grieving",1
"2338","grim",1
"2339","ground",1
"2340","groundbreaking",1
"2341","grow",1
"2342","guerrilla",1
"2343","guests",1
"2344","guide",1
"2345","gustavo",1
"2346","hacks",1
"2347","hadyears",1
"2348","hampshire",1
"2349","hand",1
"2350","handedall",1
"2351","handle",1
"2352","hands",1
"2353","hannity",1
"2354","hanoi",1
"2355","happeningalso",1
"2356","harbinger",1
"2357","hardand",1
"2358","hardly",1
"2359","harmful",1
"2360","harmwhy",1
"2361","harry",1
"2362","harshbargerwill",1
"2363","harvest",1
"2364","harvester",1
"2365","harvestingpaying",1
"2366","hat",1
"2367","hate",1
"2368","haters",1
"2369","haterslet",1
"2370","hatreddiscord",1
"2371","havent",1
"2372","hawley",1
"2373","headed",1
"2374","healthier",1
"2375","hear",1
"2376","heard",1
"2377","heart",1
"2378","hearts",1
"2379","heather",1
"2380","heed",1
"2381","height",1
"2382","heightswe",1
"2383","hell",1
"2384","hello",1
"2385","helped",1
"2386","helpful",1
"2387","helping",1
"2388","helplineearlyvoting",1
"2389","helpwas",1
"2390","heres",1
"2391","herrellis",1
"2392","heycan",1
"2393","heyyou",1
"2394","hi",1
"2395","hicks",1
"2396","hide",1
"2397","higher",1
"2398","highs",1
"2399","hillaryinteresting",1
"2400","hinsonwill",1
"2401","hired",1
"2402","hisangry",1
"2403","hispanicamericans",1
"2404","hisyears",1
"2405","hn",1
"2406","holding",1
"2407","holt",1
"2408","holy",1
"2409","homeland",1
"2410","hometown",1
"2411","honest",1
"2412","honestly",1
"2413","honorable",1
"2414","hooligans",1
"2415","hoosier",1
"2416","hopes",1
"2417","hopping",1
"2418","horrified",1
"2419","hour",1
"2420","housesenate",1
"2421","housing",1
"2422","however",1
"2423","hows",1
"2424","hr",1
"2425","ht",1
"2426","http",1
"2427","human",1
"2428","humanity",1
"2429","humbled",1
"2430","humiliatingbillion",1
"2431","hundreds",1
"2432","hung",1
"2433","hurricaneforce",1
"2434","hurt",1
"2435","husband",1
"2436","hussein",1
"2437","icymi",1
"2438","icymithe",1
"2439","id",1
"2440","ideas",1
"2441","ideologies",1
"2442","idiot",1
"2443","idled",1
"2444","ifhad",1
"2445","igor",1
"2446","iii",1
"2447","ilahn",1
"2448","illegalwe",1
"2449","illinois",1
"2450","illinoisgo",1
"2451","imagine",1
"2452","immigration",1
"2453","impartiali",1
"2454","impeached",1
"2455","impeachmen",1
"2456","impeachment",1
"2457","implement",1
"2458","importance",1
"2459","impossible",1
"2460","improper",1
"2461","inand",1
"2462","includedballots",1
"2463","income",1
"2464","increases",1
"2465","incredibly",1
"2466","indemand",1
"2467","indigenous",1
"2468","individuals",1
"2469","indoctrinate",1
"2470","inelection",1
"2471","infected",1
"2472","inferior",1
"2473","influence",1
"2474","infor",1
"2475","inform",1
"2476","informant",1
"2477","informationonly",1
"2478","inglorious",1
"2479","inhaving",1
"2480","inhere",1
"2481","inif",1
"2482","inin",1
"2483","initiative",1
"2484","injustices",1
"2485","inloans",1
"2486","inon",1
"2487","inperson",1
"2488","insane",1
"2489","inspiring",1
"2490","inst",1
"2491","instincts",1
"2492","institutions",1
"2493","instructed",1
"2494","instructions",1
"2495","intend",1
"2496","intent",1
"2497","interruptions",1
"2498","intervention",1
"2499","interviewer",1
"2500","inthank",1
"2501","inthe",1
"2502","inthere",1
"2503","introduced",1
"2504","investigatio",1
"2505","investigationmay",1
"2506","investigationnewly",1
"2507","investigator",1
"2508","investing",1
"2509","investments",1
"2510","invincible",1
"2511","invisible",1
"2512","invoked",1
"2513","involvement",1
"2514","involving",1
"2515","inwas",1
"2516","inwhen",1
"2517","inyearsand",1
"2518","iowanot",1
"2519","iq",1
"2520","iran",1
"2521","ironclad",1
"2522","irregularities",1
"2523","iscorrect",1
"2524","iselection",1
"2525","islamic",1
"2526","isper",1
"2527","issa",1
"2528","issued",1
"2529","issues",1
"2530","issuing",1
"2531","italian",1
"2532","itmy",1
"2533","itperiod",1
"2534","itself",1
"2535","itso",1
"2536","itsrogue",1
"2537","itthere",1
"2538","itunes",1
"2539","iv",1
"2540","ivanka",1
"2541","jacks",1
"2542","jacksonville",1
"2543","jacksonvilledays",1
"2544","jail",1
"2545","janell",1
"2546","janharry",1
"2547","jason",1
"2548","jasonhe",1
"2549","jaw",1
"2550","jeannie",1
"2551","jerusalem",1
"2552","jobfake",1
"2553","joebig",1
"2554","joehunter",1
"2555","johnstowncambria",1
"2556","jon",1
"2557","jonesdid",1
"2558","jongun",1
"2559","jorge",1
"2560","journalist",1
"2561","journalistic",1
"2562","journalists",1
"2563","judges",1
"2564","judiciary",1
"2565","judiciaryi",1
"2566","justjeez",1
"2567","kag",1
"2568","kansas",1
"2569","karen",1
"2570","katie",1
"2571","keeps",1
"2572","kelley",1
"2573","ken",1
"2574","kentucky",1
"2575","kept",1
"2576","kick",1
"2577","kids",1
"2578","kilimnik",1
"2579","killed",1
"2580","kim",1
"2581","kind",1
"2582","kingdom",1
"2583","knewno",1
"2584","knock",1
"2585","korea",1
"2586","korean",1
"2587","kris",1
"2588","ks",1
"2589","kudos",1
"2590","kusi",1
"2591","ky",1
"2592","labeled",1
"2593","labs",1
"2594","laden",1
"2595","lady",1
"2596","laid",1
"2597","laidoff",1
"2598","lake",1
"2599","lakers",1
"2600","landbecause",1
"2601","lands",1
"2602","lapdog",1
"2603","large",1
"2604","largest",1
"2605","lastmonths",1
"2606","lastyears",1
"2607","latinosfortrump",1
"2608","latt",1
"2609","lawless",1
"2610","laworderjoe",1
"2611","lawyerconstitution",1
"2612","lawyers",1
"2613","lax",1
"2614","lay",1
"2615","leaders",1
"2616","leaked",1
"2617","least",1
"2618","leave",1
"2619","lecturing",1
"2620","led",1
"2621","leftiststhe",1
"2622","lefts",1
"2623","leftwing",1
"2624","legacy",1
"2625","legislature",1
"2626","legit",1
"2627","legitimate",1
"2628","lesm",1
"2629","lesser",1
"2630","lester",1
"2631","lethal",1
"2632","letter",1
"2633","letting",1
"2634","levels",1
"2635","leveragedi",1
"2636","lexington",1
"2637","liar",1
"2638","liars",1
"2639","libearians",1
"2640","liberate",1
"2641","libey",1
"2642","lid",1
"2643","liddle",1
"2644","liesyears",1
"2645","lifetime",1
"2646","lift",1
"2647","light",1
"2648","likeand",1
"2649","lilly",1
"2650","lines",1
"2651","list",1
"2652","listened",1
"2653","listening",1
"2654","litigator",1
"2655","lived",1
"2656","lives",1
"2657","living",1
"2658","loan",1
"2659","locations",1
"2660","lockdownsjust",1
"2661","locked",1
"2662","longerwatch",1
"2663","longtime",1
"2664","looked",1
"2665","loot",1
"2666","looters",1
"2667","loseris",1
"2668","losers",1
"2669","losing",1
"2670","loss",1
"2671","loudly",1
"2672","louis",1
"2673","louisville",1
"2674","louisvillewhen",1
"2675","lowlife",1
"2676","loyalty",1
"2677","lunatic",1
"2678","machine",1
"2679","mad",1
"2680","magarally",1
"2681","magazines",1
"2682","magnificent",1
"2683","mailing",1
"2684","mandates",1
"2685","manipulate",1
"2686","mannwill",1
"2687","mans",1
"2688","manufacturers",1
"2689","march",1
"2690","marine",1
"2691","maritime",1
"2692","mark",1
"2693","marked",1
"2694","married",1
"2695","mary",1
"2696","mass",1
"2697","massiv",1
"2698","massively",1
"2699","masters",1
"2700","mattercharacter",1
"2701","mattered",1
"2702","matters",1
"2703","maybe",1
"2704","mayoral",1
"2705","mccab",1
"2706","mccains",1
"2707","mcmaster",1
"2708","meantime",1
"2709","medal",1
"2710","meddling",1
"2711","medias",1
"2712","medicine",1
"2713","meeting",1
"2714","member",1
"2715","memo",1
"2716","mention",1
"2717","mentioned",1
"2718","mess",1
"2719","message",1
"2720","met",1
"2721","metal",1
"2722","method",1
"2723","miamidade",1
"2724","mich",1
"2725","michael",1
"2726","midnight",1
"2727","midwest",1
"2728","might",1
"2729","mikemogov",1
"2730","mildly",1
"2731","miles",1
"2732","millerwill",1
"2733","mindmost",1
"2734","ministerof",1
"2735","minneapolisiron",1
"2736","miranda",1
"2737","mis",1
"2738","misconductjust",1
"2739","misdeeds",1
"2740","misinformation",1
"2741","misled",1
"2742","miss",1
"2743","missingmurdered",1
"2744","mississippiis",1
"2745","misswithat",1
"2746","mista",1
"2747","mitt",1
"2748","miva",1
"2749","mix",1
"2750","mixed",1
"2751","moderating",1
"2752","moines",1
"2753","monster",1
"2754","montanas",1
"2755","monthslater",1
"2756","mooch",1
"2757","moore",1
"2758","moorewill",1
"2759","mor",1
"2760","morals",1
"2761","moving",1
"2762","mr",1
"2763","msnbc",1
"2764","mtgov",1
"2765","mue",1
"2766","muellers",1
"2767","multiple",1
"2768","murtha",1
"2769","museum",1
"2770","muskegon",1
"2771","mustread",1
"2772","myers",1
"2773","myself",1
"2774","narrative",1
"2775","nate",1
"2776","nathan",1
"2777","nationalvoterregistrationday",1
"2778","native",1
"2779","naturall",1
"2780","naturally",1
"2781","ne",1
"2782","nearlythis",1
"2783","nearlyvoters",1
"2784","nears",1
"2785","needs",1
"2786","negotiations",1
"2787","negro",1
"2788","neighborhoods",1
"2789","neighborscoworkers",1
"2790","nervous",1
"2791","nevermind",1
"2792","newark",1
"2793","newly",1
"2794","newport",1
"2795","newsis",1
"2796","newsmsdnc",1
"2797","newsohio",1
"2798","newspaper",1
"2799","newswashington",1
"2800","newswow",1
"2801","nhva",1
"2802","nick",1
"2803","nightmare",1
"2804","nightstown",1
"2805","nissan",1
"2806","nm",1
"2807","nobel",1
"2808","nomi",1
"2809","nominations",1
"2810","nominees",1
"2811","non",1
"2812","nonsense",1
"2813","nope",1
"2814","norm",1
"2815","normal",1
"2816","notes",1
"2817","notestext",1
"2818","nothin",1
"2819","notice",1
"2820","novwhile",1
"2821","nowpresidentdeparting",1
"2822","nras",1
"2823","num",1
"2824","numberseconomy",1
"2825","numerous",1
"2826","nunes",1
"2827","nurses",1
"2828","nursing",1
"2829","nyt",1
"2830","oakland",1
"2831","oann",1
"2832","obamabide",1
"2833","obamajohn",1
"2834","obiden",1
"2835","objecting",1
"2836","obligation",1
"2837","obliteration",1
"2838","obnoxious",1
"2839","obrien",1
"2840","observation",1
"2841","obstruct",1
"2842","obtained",1
"2843","obvious",1
"2844","obviousrapidly",1
"2845","ocean",1
"2846","october",1
"2847","octobermy",1
"2848","odds",1
"2849","ofandof",1
"2850","ofasshowdown",1
"2851","ofcampaign",1
"2852","offer",1
"2853","offeredmillion",1
"2854","offmike",1
"2855","ofhad",1
"2856","ofof",1
"2857","ofshould",1
"2858","often",1
"2859","oftrillion",1
"2860","oh",1
"2861","ohsoclose",1
"2862","oilgas",1
"2863","ok",1
"2864","oklahoma",1
"2865","omarconnected",1
"2866","omars",1
"2867","onandmaga",1
"2868","onatam",1
"2869","onethis",1
"2870","onheres",1
"2871","onlyyears",1
"2872","onnominee",1
"2873","onto",1
"2874","onvolunteers",1
"2875","onwill",1
"2876","oped",1
"2877","operationladyjustice",1
"2878","opponents",1
"2879","oppose",1
"2880","opposed",1
"2881","opposite",1
"2882","option",1
"2883","orches",1
"2884","orchestration",1
"2885","org",1
"2886","organization",1
"2887","organizationblack",1
"2888","organizations",1
"2889","originall",1
"2890","ormail",1
"2891","osama",1
"2892","otherwise",1
"2893","ouch",1
"2894","ourrepublican",1
"2895","outclassed",1
"2896","outl",1
"2897","outoftheloop",1
"2898","outs",1
"2899","outsend",1
"2900","outstripping",1
"2901","outthank",1
"2902","overbillion",1
"2903","overthrow",1
"2904","overturning",1
"2905","owe",1
"2906","owesand",1
"2907","owned",1
"2908","owning",1
"2909","pacfootball",1
"2910","pandemic",1
"2911","parlor",1
"2912","parnell",1
"2913","particularly",1
"2914","partisan",1
"2915","partnership",1
"2916","pastbut",1
"2917","pastto",1
"2918","pat",1
"2919","path",1
"2920","pathe",1
"2921","patrick",1
"2922","patten",1
"2923","pattern",1
"2924","paycheck",1
"2925","paying",1
"2926","paymentsthey",1
"2927","payroll",1
"2928","peddling",1
"2929","pelosidemocrats",1
"2930","pennsylvaniachina",1
"2931","pennsylvaniawest",1
"2932","peoplei",1
"2933","per",1
"2934","percent",1
"2935","perfect",1
"2936","performa",1
"2937","performancea",1
"2938","performances",1
"2939","perhapsmillion",1
"2940","permit",1
"2941","perpetually",1
"2942","persists",1
"2943","persona",1
"2944","personal",1
"2945","personified",1
"2946","perspective",1
"2947","pertaining",1
"2948","petro",1
"2949","phase",1
"2950","philadelphia",1
"2951","phony",1
"2952","physician",1
"2953","pi",1
"2954","picture",1
"2955","pientka",1
"2956","pitching",1
"2957","pittgreenville",1
"2958","pittsburgh",1
"2959","pizza",1
"2960","places",1
"2961","placeswere",1
"2962","plagiarize",1
"2963","planbetter",1
"2964","planes",1
"2965","planmore",1
"2966","planned",1
"2967","planning",1
"2968","plants",1
"2969","platfor",1
"2970","platforms",1
"2971","platinum",1
"2972","playbook",1
"2973","players",1
"2974","pleased",1
"2975","pleasure",1
"2976","pledged",1
"2977","pledging",1
"2978","plusand",1
"2979","pmeand",1
"2980","pockets",1
"2981","pointed",1
"2982","points",1
"2983","policeendorsedpresident",1
"2984","polite",1
"2985","politicianand",1
"2986","politics",1
"2987","pollster",1
"2988","pollsters",1
"2989","ponder",1
"2990","poorly",1
"2991","popular",1
"2992","portland",1
"2993","position",1
"2994","positions",1
"2995","postal",1
"2996","potuss",1
"2997","pounces",1
"2998","pouring",1
"2999","powered",1
"3000","practically",1
"3001","pray",1
"3002","prayers",1
"3003","precious",1
"3004","predator",1
"3005","predictedwin",1
"3006","predicts",1
"3007","prep",1
