"","word","n"
"1555","cures",1
"1556","current",1
"1557","customs",1
"1558","cuts",1
"1559","daily",1
"1560","dakota",1
"1561","dakotans",1
"1562","dallas",1
"1563","damn",1
"1564","dan",1
"1565","danchenko",1
"1566","dangerous",1
"1567","dare",1
"1568","daring",1
"1569","dark",1
"1570","dead",1
"1571","deadly",1
"1572","dealings",1
"1573","death",1
"1574","debt",1
"1575","debts",1
"1576","debuting",1
"1577","decadesvote",1
"1578","deceiving",1
"1579","decided",1
"1580","decimated",1
"1581","decision",1
"1582","decisions",1
"1583","declare",1
"1584","declaring",1
"1585","declassification",1
"1586","defeat",1
"1587","defective",1
"1588","defended",1
"1589","defending",1
"1590","defendpreserve",1
"1591","definitively",1
"1592","defund",1
"1593","degree",1
"1594","dekek",1
"1595","delaware",1
"1596","delay",1
"1597","delaybut",1
"1598","delayed",1
"1599","deliberately",1
"1600","delivers",1
"1601","demean",1
"1602","dementia",1
"1603","demled",1
"1604","denied",1
"1605","denver",1
"1606","depart",1
"1607","departed",1
"1608","departments",1
"1609","deployed",1
"1610","depreciationtax",1
"1611","depression",1
"1612","des",1
"1613","deserve",1
"1614","deserves",1
"1615","designed",1
"1616","desperate",1
"1617","desperately",1
"1618","destiny",1
"1619","destroying",1
"1620","details",1
"1621","determined",1
"1622","devastated",1
"1623","devoted",1
"1624","devoting",1
"1625","devotionyour",1
"1626","dianne",1
"1627","dick",1
"1628","didyears",1
"1629","die",1
"1630","differe",1
"1631","difference",1
"1632","difficult",1
"1633","digging",1
"1634","dinesh",1
"1635","dir",1
"1636","directed",1
"1637","direction",1
"1638","directions",1
"1639","dirtiest",1
"1640","dirty",1
"1641","disabled",1
"1642","disagrees",1
"1643","disclosed",1
"1644","discovering",1
"1645","discredited",1
"1646","discrepancy",1
"1647","discussing",1
"1648","disease",1
"1649","disgrace",1
"1650","dish",1
"1651","dismantle",1
"1652","disparage",1
"1653","dispatches",1
"1654","dispel",1
"1655","disposi",1
"1656","dispute",1
"1657","disrespected",1
"1658","disrespects",1
"1659","disrupting",1
"1660","dissolve",1
"1661","distra",1
"1662","distraction",1
"1663","district",1
"1664","districts",1
"1665","distrust",1
"1666","divideandconquer",1
"1667","divided",1
"1668","divisive",1
"1669","dnc",1
"1670","doctors",1
"1671","doctrine",1
"1672","document",1
"1673","dodge",1
"1674","doingverywell",1
"1675","dollar",1
"1676","dolloff",1
"1677","dominate",1
"1678","dona",1
"1679","donation",1
"1680","donations",1
"1681","doneit",1
"1682","door",1
"1683","doral",1
"1684","dose",1
"1685","doubled",1
"1686","doubles",1
"1687","doubling",1
"1688","doubt",1
"1689","dow",1
"1690","downlesm",1
"1691","downpeople",1
"1692","dozens",1
"1693","dr",1
"1694","drag",1
"1695","draining",1
"1696","driving",1
"1697","drop",1
"1698","dropper",1
"1699","drugs",1
"1700","drugsknowledge",1
"1701","ds",1
"1702","dude",1
"1703","dumb",1
"1704","dumping",1
"1705","dumpingpieces",1
"1706","dumpster",1
"1707","dunnos",1
"1708","earlier",1
"1709","earlyvoting",1
"1710","earns",1
"1711","earthand",1
"1712","eastland",1
"1713","easy",1
"1714","educating",1
"1715","edwards",1
"1716","effectively",1
"1717","el",1
"1718","ele",1
"1719","electe",1
"1720","electedto",1
"1721","electto",1
"1722","eligible",1
"1723","eliminated",1
"1724","elliotte",1
"1725","embarrassing",1
"1726","embarrassment",1
"1727","embassy",1
"1728","embodiment",1
"1729","employed",1
"1730","employee",1
"1731","empty",1
"1732","en",1
"1733","encouraged",1
"1734","encourages",1
"1735","endorse",1
"1736","enemies",1
"1737","enemy",1
"1738","energized",1
"1739","energyjobsyour",1
"1740","enforcem",1
"1741","engagement",1
"1742","enquirer",1
"1743","enriched",1
"1744","ensuring",1
"1745","enterprise",1
"1746","enthusiastically",1
"1747","entrapped",1
"1748","envelopes",1
"1749","epa",1
"1750","equal",1
"1751","equally",1
"1752","eric",1
"1753","ericmoag",1
"1754","escalating",1
"1755","eternal",1
"1756","ethicsmorals",1
"1757","eus",1
"1758","evades",1
"1759","event",1
"1760","everapproval",1
"1761","everthank",1
"1762","exact",1
"1763","exceedingly",1
"1764","exceptional",1
"1765","exceptionally",1
"1766","exchangingfor",1
"1767","exciting",1
"1768","exclusivetalks",1
"1769","excon",1
"1770","excuse",1
"1771","exec",1
"1772","executed",1
"1773","execution",1
"1774","exists",1
"1775","expanded",1
"1776","expanding",1
"1777","expensive",1
"1778","experienced",1
"1779","expert",1
"1780","explain",1
"1781","expose",1
"1782","exposes",1
"1783","exposhas",1
"1784","exposing",1
"1785","express",1
"1786","expresss",1
"1787","exprisoners",1
"1788","extensive",1
"1789","extent",1
"1790","extortion",1
"1791","extreme",1
"1792","extremely",1
"1793","eyes",1
"1794","fa",1
"1795","fabricated",1
"1796","factcheckorg",1
"1797","faction",1
"1798","factories",1
"1799","fail",1
"1800","failingand",1
"1801","failure",1
"1802","fairly",1
"1803","fakefraudulent",1
"1804","faketown",1
"1805","fall",1
"1806","fallingmake",1
"1807","falsehood",1
"1808","falsely",1
"1809","familymore",1
"1810","familys",1
"1811","fan",1
"1812","fandango",1
"1813","farleft",1
"1814","farmersa",1
"1815","faucis",1
"1816","faulty",1
"1817","favor",1
"1818","fcc",1
"1819","fda",1
"1820","fdrs",1
"1821","fearing",1
"1822","fearmonger",1
"1823","federalist",1
"1824","federalistill",1
"1825","federallyexpanded",1
"1826","feed",1
"1827","feinstein",1
"1828","fellow",1
"1829","felons",1
"1830","fictionalizes",1
"1831","field",1
"1832","fightingwe",1
"1833","fights",1
"1834","figure",1
"1835","file",1
"1836","filing",1
"1837","filltheseat",1
"1838","film",1
"1839","finalized",1
"1840","finan",1
"1841","financedexecuted",1
"1842","financial",1
"1843","finding",1
"1844","fine",1
"1845","fines",1
"1846","fingers",1
"1847","finish",1
"1848","finished",1
"1849","fire",1
"1850","firebrand",1
"1851","firefighters",1
"1852","fires",1
"1853","firstever",1
"1854","fit",1
"1855","fitton",1
"1856","fitzgeraldwill",1
"1857","flags",1
"1858","fleeing",1
"1859","flu",1
"1860","flying",1
"1861","fo",1
"1862","focus",1
"1863","focused",1
"1864","focuses",1
"1865","foiled",1
"1866","folding",1
"1867","folks",1
"1868","follow",1
"1869","followers",1
"1870","food",1
"1871","foot",1
"1872","football",1
"1873","footnotein",1
"1874","forballots",1
"1875","forces",1
"1876","forgot",1
"1877","forgotten",1
"1878","formed",1
"1879","formsla",1
"1880","fororjoe",1
"1881","forrest",1
"1882","fort",1
"1883","fortrilliondollarsto",1
"1884","forum",1
"1885","forwa",1
"1886","founding",1
"1887","fox",1
"1888","frack",1
"1889","framework",1
"1890","frances",1
"1891","franklin",1
"1892","freely",1
"1893","freezes",1
"1894","friday",1
"1895","fridayevening",1
"1896","fridayin",1
"1897","friendly",1
"1898","friendship",1
"1899","fromand",1
"1900","fromfor",1
"1901","fromindefinitely",1
"1902","fromsen",1
"1903","fromthe",1
"1904","fromto",1
"1905","fromtojeff",1
"1906","fromwatch",1
"1907","front",1
"1908","fulfill",1
"1909","fun",1
"1910","funding",1
"1911","funds",1
"1912","furious",1
"1913","gaetz",1
"1914","gaffe",1
"1915","gallup",1
"1916","garced",1
"1917","garden",1
"1918","gardner",1
"1919","gate",1
"1920","gateallroads",1
"1921","gee",1
"1922","gen",1
"1923","generalis",1
"1924","generation",1
"1925","generous",1
"1926","germany",1
"1927","gianfortewill",1
"1928","gifted",1
"1929","ginsburg",1
"1930","gladly",1
"1931","glenn",1
"1932","glorious",1
"1933","godgiven",1
"1934","godso",1
"1935","goldframed",1
"1936","google",1
"1937","gopall",1
"1938","gopled",1
"1939","gorsuch",1
"1940","gotv",1
"1941","governoris",1
"1942","governors",1
"1943","govt",1
"1944","gr",1
"1945","gracefully",1
"1946","graces",1
"1947","granted",1
"1948","grantees",1
"1949","grassley",1
"1950","grateful",1
"1951","greatnavy",1
"1952","grievances",1
"1953","grieving",1
"1954","grim",1
"1955","ground",1
"1956","groundbreaking",1
"1957","grow",1
"1958","guerrilla",1
"1959","guests",1
"1960","guide",1
"1961","gustavo",1
"1962","hacks",1
"1963","hadyears",1
"1964","hampshire",1
"1965","hand",1
"1966","handedall",1
"1967","handle",1
"1968","hands",1
"1969","hannity",1
"1970","hanoi",1
"1971","happeningalso",1
"1972","harbinger",1
"1973","hardand",1
"1974","harmful",1
"1975","harmwhy",1
"1976","harry",1
"1977","harshbargerwill",1
"1978","harvest",1
"1979","harvester",1
"1980","harvestingpaying",1
"1981","hat",1
"1982","hate",1
"1983","haters",1
"1984","haterslet",1
"1985","hatreddiscord",1
"1986","havent",1
"1987","hawley",1
"1988","headed",1
"1989","healthier",1
"1990","hear",1
"1991","heard",1
"1992","heart",1
"1993","hearts",1
"1994","heather",1
"1995","heed",1
"1996","height",1
"1997","heightswe",1
"1998","hell",1
"1999","helped",1
"2000","helpful",1
"2001","helping",1
"2002","helplineearlyvoting",1
"2003","helpwas",1
"2004","heres",1
"2005","herrellis",1
"2006","heycan",1
"2007","heyyou",1
"2008","hicks",1
"2009","hide",1
"2010","highs",1
"2011","hillaryinteresting",1
"2012","hinsonwill",1
"2013","hired",1
"2014","hisangry",1
"2015","hispanicamericans",1
"2016","hisyears",1
"2017","hn",1
"2018","holding",1
"2019","holt",1
"2020","holy",1
"2021","homeland",1
"2022","hometown",1
"2023","honest",1
"2024","honestly",1
"2025","honorable",1
"2026","hooligans",1
"2027","hoosier",1
"2028","hopes",1
"2029","hopping",1
"2030","horrified",1
"2031","hour",1
"2032","housesenate",1
"2033","housing",1
"2034","hows",1
"2035","hr",1
"2036","ht",1
"2037","http",1
"2038","human",1
"2039","humanity",1
"2040","humbled",1
"2041","humiliatingbillion",1
"2042","hundreds",1
"2043","hung",1
"2044","hurricaneforce",1
"2045","hurt",1
"2046","husband",1
"2047","hussein",1
"2048","icymi",1
"2049","icymithe",1
"2050","id",1
"2051","ideas",1
"2052","ideologies",1
"2053","idiot",1
"2054","idled",1
"2055","ifhad",1
"2056","igor",1
"2057","iii",1
"2058","ilahn",1
"2059","illegalwe",1
"2060","illinois",1
"2061","illinoisgo",1
"2062","imagine",1
"2063","immigration",1
"2064","impartiali",1
"2065","impeached",1
"2066","impeachmen",1
"2067","impeachment",1
"2068","implement",1
"2069","importance",1
"2070","impossible",1
"2071","improper",1
"2072","inand",1
"2073","includedballots",1
"2074","income",1
"2075","increases",1
"2076","incredibly",1
"2077","indemand",1
"2078","indigenous",1
"2079","individuals",1
"2080","indoctrinate",1
"2081","inelection",1
"2082","infected",1
"2083","inferior",1
"2084","influence",1
"2085","infor",1
"2086","inform",1
"2087","informant",1
"2088","informationonly",1
"2089","inglorious",1
"2090","inhaving",1
"2091","inhere",1
"2092","inif",1
"2093","inin",1
"2094","initiative",1
"2095","injustices",1
"2096","inloans",1
"2097","inon",1
"2098","inperson",1
"2099","insane",1
"2100","inspiring",1
"2101","inst",1
"2102","instincts",1
"2103","institutions",1
"2104","instructed",1
"2105","instructions",1
"2106","intend",1
"2107","intent",1
"2108","interruptions",1
"2109","intervention",1
"2110","interviewer",1
"2111","inthank",1
"2112","inthe",1
"2113","inthere",1
"2114","introduced",1
"2115","investigatio",1
"2116","investigationmay",1
"2117","investigationnewly",1
"2118","investigator",1
"2119","investing",1
"2120","investments",1
"2121","invincible",1
"2122","invisible",1
"2123","invoked",1
"2124","involvement",1
"2125","involving",1
"2126","inwas",1
"2127","inwhen",1
"2128","inyearsand",1
"2129","iowanot",1
"2130","iq",1
"2131","iran",1
"2132","ironclad",1
"2133","irregularities",1
"2134","iscorrect",1
"2135","iselection",1
"2136","islamic",1
"2137","isper",1
"2138","issa",1
"2139","issued",1
"2140","issues",1
"2141","issuing",1
"2142","italian",1
"2143","itmy",1
"2144","itperiod",1
"2145","itso",1
"2146","itsrogue",1
"2147","itthere",1
"2148","itunes",1
"2149","iv",1
"2150","ivanka",1
"2151","jacks",1
"2152","jacksonville",1
"2153","jacksonvilledays",1
"2154","jail",1
"2155","janell",1
"2156","janharry",1
"2157","jason",1
"2158","jasonhe",1
"2159","jaw",1
"2160","jeannie",1
"2161","jerusalem",1
"2162","jobfake",1
"2163","joebig",1
"2164","joehunter",1
"2165","johnstowncambria",1
"2166","jon",1
"2167","jonesdid",1
"2168","jongun",1
"2169","jorge",1
"2170","journalist",1
"2171","journalistic",1
"2172","journalists",1
"2173","judges",1
"2174","judiciary",1
"2175","judiciaryi",1
"2176","justjeez",1
"2177","kag",1
"2178","kansas",1
"2179","karen",1
"2180","katie",1
"2181","kelley",1
"2182","ken",1
"2183","kentucky",1
"2184","kick",1
"2185","kids",1
"2186","kilimnik",1
"2187","killed",1
"2188","kim",1
"2189","kingdom",1
"2190","knewno",1
"2191","knock",1
"2192","korea",1
"2193","korean",1
"2194","kris",1
"2195","ks",1
"2196","kudos",1
"2197","kusi",1
"2198","ky",1
"2199","labeled",1
"2200","labs",1
"2201","laden",1
"2202","lady",1
"2203","laid",1
"2204","laidoff",1
"2205","lake",1
"2206","lakers",1
"2207","landbecause",1
"2208","lands",1
"2209","lapdog",1
"2210","largest",1
"2211","lastmonths",1
"2212","lastyears",1
"2213","latinosfortrump",1
"2214","latt",1
"2215","lawless",1
"2216","laworderjoe",1
"2217","lawyerconstitution",1
"2218","lawyers",1
"2219","lax",1
"2220","lay",1
"2221","leaders",1
"2222","leaked",1
"2223","leave",1
"2224","lecturing",1
"2225","led",1
"2226","leftiststhe",1
"2227","lefts",1
"2228","leftwing",1
"2229","legacy",1
"2230","legislature",1
"2231","legit",1
"2232","legitimate",1
"2233","lesm",1
"2234","lesser",1
"2235","lester",1
"2236","lethal",1
"2237","letter",1
"2238","letting",1
"2239","levels",1
"2240","leveragedi",1
"2241","lexington",1
"2242","liar",1
"2243","liars",1
"2244","libearians",1
"2245","liberate",1
"2246","libey",1
"2247","lid",1
"2248","liddle",1
"2249","liesyears",1
"2250","lifetime",1
"2251","lift",1
"2252","light",1
"2253","likeand",1
"2254","lilly",1
"2255","lines",1
"2256","list",1
"2257","listened",1
"2258","listening",1
"2259","litigator",1
"2260","lived",1
"2261","lives",1
"2262","living",1
"2263","loan",1
"2264","locations",1
"2265","lockdownsjust",1
"2266","locked",1
"2267","longerwatch",1
"2268","longtime",1
"2269","looked",1
"2270","loot",1
"2271","looters",1
"2272","loseris",1
"2273","losers",1
"2274","losing",1
"2275","loss",1
"2276","loudly",1
"2277","louis",1
"2278","louisville",1
"2279","louisvillewhen",1
"2280","lowlife",1
"2281","loyalty",1
"2282","lunatic",1
"2283","machine",1
"2284","mad",1
"2285","magarally",1
"2286","magazines",1
"2287","magnificent",1
"2288","mailing",1
"2289","mandates",1
"2290","manipulate",1
"2291","mannwill",1
"2292","mans",1
"2293","manufacturers",1
"2294","march",1
"2295","marine",1
"2296","maritime",1
"2297","mark",1
"2298","marked",1
"2299","married",1
"2300","mary",1
"2301","mass",1
"2302","massiv",1
"2303","massively",1
"2304","masters",1
"2305","mattercharacter",1
"2306","mattered",1
"2307","matters",1
"2308","mayoral",1
"2309","mccab",1
"2310","mccains",1
"2311","mcmaster",1
"2312","meantime",1
"2313","medal",1
"2314","meddling",1
"2315","medias",1
"2316","medicine",1
"2317","meeting",1
"2318","memo",1
"2319","mention",1
"2320","mentioned",1
"2321","mess",1
"2322","message",1
"2323","met",1
"2324","metal",1
"2325","method",1
"2326","miamidade",1
"2327","mich",1
"2328","michael",1
"2329","midnight",1
"2330","midwest",1
"2331","mikemogov",1
"2332","mildly",1
"2333","miles",1
"2334","millerwill",1
"2335","mindmost",1
"2336","ministerof",1
"2337","minneapolisiron",1
"2338","miranda",1
"2339","mis",1
"2340","misconductjust",1
"2341","misdeeds",1
"2342","misinformation",1
"2343","misled",1
"2344","miss",1
"2345","missingmurdered",1
"2346","mississippiis",1
"2347","misswithat",1
"2348","mista",1
"2349","mitt",1
"2350","miva",1
"2351","mix",1
"2352","mixed",1
"2353","moderating",1
"2354","moines",1
"2355","monster",1
"2356","montanas",1
"2357","monthslater",1
"2358","mooch",1
"2359","moore",1
"2360","moorewill",1
"2361","mor",1
"2362","morals",1
"2363","moving",1
"2364","msnbc",1
"2365","mtgov",1
"2366","mue",1
"2367","muellers",1
"2368","multiple",1
"2369","murtha",1
"2370","museum",1
"2371","muskegon",1
"2372","mustread",1
"2373","myers",1
"2374","narrative",1
"2375","nate",1
"2376","nathan",1
"2377","nationalvoterregistrationday",1
"2378","native",1
"2379","naturall",1
"2380","naturally",1
"2381","ne",1
"2382","nearlythis",1
"2383","nearlyvoters",1
"2384","nears",1
"2385","negotiations",1
"2386","negro",1
"2387","neighborhoods",1
"2388","neighborscoworkers",1
"2389","nervous",1
"2390","nevermind",1
"2391","newark",1
"2392","newly",1
"2393","newport",1
"2394","newsis",1
"2395","newsmsdnc",1
"2396","newsohio",1
"2397","newspaper",1
"2398","newswashington",1
"2399","newswow",1
"2400","nhva",1
"2401","nick",1
"2402","nightmare",1
"2403","nightstown",1
"2404","nissan",1
"2405","nm",1
"2406","nobel",1
"2407","nomi",1
"2408","nominations",1
"2409","nominees",1
"2410","nonsense",1
"2411","nope",1
"2412","norm",1
"2413","normal",1
"2414","notes",1
"2415","notestext",1
"2416","nothin",1
"2417","notice",1
"2418","novwhile",1
"2419","nowpresidentdeparting",1
"2420","nras",1
"2421","num",1
"2422","numberseconomy",1
"2423","numerous",1
"2424","nunes",1
"2425","nurses",1
"2426","nursing",1
"2427","nyt",1
"2428","oakland",1
"2429","oann",1
"2430","obamabide",1
"2431","obamajohn",1
"2432","obiden",1
"2433","objecting",1
"2434","obligation",1
"2435","obliteration",1
"2436","obnoxious",1
"2437","obrien",1
"2438","observation",1
"2439","obstruct",1
"2440","obtained",1
"2441","obvious",1
"2442","obviousrapidly",1
"2443","ocean",1
"2444","october",1
"2445","octobermy",1
"2446","odds",1
"2447","ofandof",1
"2448","ofasshowdown",1
"2449","ofcampaign",1
"2450","offer",1
"2451","offeredmillion",1
"2452","offmike",1
"2453","ofhad",1
"2454","ofof",1
"2455","ofshould",1
"2456","oftrillion",1
"2457","ohsoclose",1
"2458","oilgas",1
"2459","oklahoma",1
"2460","omarconnected",1
"2461","omars",1
"2462","onandmaga",1
"2463","onatam",1
"2464","onethis",1
"2465","onheres",1
"2466","onlyyears",1
"2467","onnominee",1
"2468","onvolunteers",1
"2469","onwill",1
"2470","oped",1
"2471","operationladyjustice",1
"2472","opponents",1
"2473","oppose",1
"2474","opposed",1
"2475","opposite",1
"2476","option",1
"2477","orches",1
"2478","orchestration",1
"2479","org",1
"2480","organization",1
"2481","organizationblack",1
"2482","organizations",1
"2483","originall",1
"2484","ormail",1
"2485","osama",1
"2486","ouch",1
"2487","ourrepublican",1
"2488","outclassed",1
"2489","outl",1
"2490","outoftheloop",1
"2491","outs",1
"2492","outsend",1
"2493","outstripping",1
"2494","outthank",1
"2495","overbillion",1
"2496","overthrow",1
"2497","overturning",1
"2498","owe",1
"2499","owesand",1
"2500","owned",1
"2501","owning",1
"2502","pacfootball",1
"2503","pandemic",1
"2504","parlor",1
"2505","parnell",1
"2506","partisan",1
"2507","partnership",1
"2508","pastbut",1
"2509","pastto",1
"2510","pat",1
"2511","path",1
"2512","pathe",1
"2513","patrick",1
"2514","patten",1
"2515","pattern",1
"2516","paycheck",1
"2517","paying",1
"2518","paymentsthey",1
"2519","payroll",1
"2520","peddling",1
"2521","pelosidemocrats",1
"2522","pennsylvaniachina",1
"2523","pennsylvaniawest",1
"2524","peoplei",1
"2525","percent",1
"2526","perfect",1
"2527","performa",1
"2528","performancea",1
"2529","performances",1
"2530","perhapsmillion",1
"2531","permit",1
"2532","perpetually",1
"2533","persists",1
"2534","persona",1
"2535","personal",1
"2536","personified",1
"2537","perspective",1
"2538","pertaining",1
"2539","petro",1
"2540","phase",1
"2541","philadelphia",1
"2542","phony",1
"2543","physician",1
"2544","pi",1
"2545","picture",1
"2546","pientka",1
"2547","pitching",1
"2548","pittgreenville",1
"2549","pittsburgh",1
"2550","pizza",1
"2551","placeswere",1
"2552","plagiarize",1
"2553","planbetter",1
"2554","planes",1
"2555","planmore",1
"2556","planned",1
"2557","planning",1
"2558","plants",1
"2559","platfor",1
"2560","platforms",1
"2561","platinum",1
"2562","playbook",1
"2563","players",1
"2564","pleased",1
"2565","pleasure",1
"2566","pledged",1
"2567","pledging",1
"2568","plusand",1
"2569","pmeand",1
"2570","pockets",1
"2571","policeendorsedpresident",1
"2572","polite",1
"2573","politicianand",1
"2574","politics",1
"2575","pollster",1
"2576","pollsters",1
"2577","ponder",1
"2578","poorly",1
"2579","popular",1
"2580","portland",1
"2581","position",1
"2582","positions",1
"2583","postal",1
"2584","potuss",1
"2585","pounces",1
"2586","pouring",1
"2587","powered",1
"2588","practically",1
"2589","pray",1
"2590","prayers",1
"2591","precious",1
"2592","predator",1
"2593","predictedwin",1
"2594","predicts",1
"2595","prep",1
"2596","presid",1
"2597","presidency",1
"2598","presidenta",1
"2599","presidentandpay",1
"2600","presidentarrives",1
"2601","presidentas",1
"2602","presidentcongratulated",1
"2603","presidentearly",1
"2604","presidentfrom",1
"2605","presidentgives",1
"2606","presidenthad",1
"2607","presidenthas",1
"2608","presidenthighlights",1
"2609","presidentrips",1
"2610","presidentsenate",1
"2611","presidentshowing",1
"2612","presidentthe",1
"2613","presidentto",1
"2614","press",1
"2615","pressayswants",1
"2616","pretending",1
"2617","pretty",1
"2618","price",1
"2619","pride",1
"2620","pro",1
"2621","proamericarally",1
"2622","professional",1
"2623","professor",1
"2624","prognostications",1
"2625","progress",1
"2626","projecting",1
"2627","projections",1
"2628","promise",1
"2629","promised",1
"2630","promotingwill",1
"2631","properly",1
"2632","properties",1
"2633","property",1
"2634","proposal",1
"2635","proposed",1
"2636","proposing",1
"2637","prosecond",1
"2638","prosecute",1
"2639","prosecution",1
"2640","prosecutor",1
"2641","prosperous",1
"2642","protectedamerican",1
"2643","protection",1
"2644","protections",1
"2645","protects",1
"2646","protest",1
"2647","prove",1
"2648","proves",1
"2649","provide",1
"2650","providedmillion",1
"2651","pulled",1
"2652","pulling",1
"2653","purchased",1
"2654","pure",1
"2655","push",1
"2656","pushin",1
"2657","putting",1
"2658","queens",1
"2659","quest",1
"2660","questionbecause",1
"2661","quick",1
"2662","quickly",1
"2663","quote",1
"2664","quotebiden",1
"2665","racebased",1
"2666","races",1
"2667","racist",1
"2668","radicals",1
"2669","radioenjoy",1
"2670","rage",1
"2671","rail",1
"2672","raises",1
"2673","raisetrillion",1
"2674","ran",1
"2675","ranchers",1
"2676","rand",1
"2677","randy",1
"2678","rangeseven",1
"2679","ratcliffe",1
"2680","ratingrepublican",1
"2681","ratingthank",1
"2682","rationing",1
"2683","ravaged",1
"2684","rcp",1
"2685","rdvote",1
"2686","reached",1
"2687","reaching",1
"2688","reaffirm",1
"2689","realities",1
"2690","realize",1
"2691","realized",1
"2692","reason",1
"2693","rebuild",1
"2694","rec",1
"2695","recall",1
"2696","receivedbillion",1
"2697","recently",1
"2698","recipient",1
"2699","reckless",1
"2700","reclaim",1
"2701","recognize",1
"2702","recommendation",1
"2703","recommends",1
"2704","recorded",1
"2705","recording",1
"2706","recordother",1
"2707","recovered",1
"2708","redact",1
"2709","redactions",1
"2710","reelected",1
"2711","reelection",1
"2712","reference",1
"2713","referring",1
"2714","refugees",1
"2715","refuse",1
"2716","refutes",1
"2717","reg",1
"2718","regarded",1
"2719","regime",1
"2720","registrations",1
"2721","regulation",1
"2722","reidchuck",1
"2723","rejecting",1
"2724","rejection",1
"2725","relaxed",1
"2726","relied",1
"2727","religious",1
"2728","remarkable",1
"2729","remarkablethe",1
"2730","remedy",1
"2731","remind",1
"2732","remove",1
"2733","removed",1
"2734","removestrump",1
"2735","reopened",1
"2736","replaced",1
"2737","reports",1
"2738","represenative",1
"2739","representatives",1
"2740","repu",1
"2741","republi",1
"2742","republic",1
"2743","requests",1
"2744","required",1
"2745","requirements",1
"2746","requirementsvery",1
"2747","requires",1
"2748","residents",1
"2749","resigned",1
"2750","resolution",1
"2751","respects",1
"2752","results",1
"2753","resultsmust",1
"2754","resume",1
"2755","retirecould",1
"2756","returned",1
"2757","returns",1
"2758","retweets",1
"2759","revelations",1
"2760","reversed",1
"2761","review",1
"2762","reviewhistory",1
"2763","reviewing",1
"2764","reviews",1
"2765","revolution",1
"2766","rewatch",1
"2767","rhe",1
"2768","richterwill",1
"2769","ridiculously",1
"2770","righ",1
"2771","rino",1
"2772","riot",1
"2773","riotersi",1
"2774","rioterslooters",1
"2775","riots",1
"2776","ripping",1
"2777","risk",1
"2778","roaring",1
"2779","robber",1
"2780","roe",1
"2781","rogan",1
"2782","role",1
"2783","roles",1
"2784","rolling",1
"2785","rolls",1
"2786","rollssignificantly",1
"2787","ron",1
"2788","rose",1
"2789","roseville",1
"2790","rounds",1
"2791","roundtable",1
"2792","rs",1
"2793","rubio",1
"2794","rude",1
"2795","ruining",1
"2796","rule",1
"2797","rulesa",1
"2798","rumor",1
"2799","rumors",1
"2800","rushing",1
"2801","russiacollus",1
"2802","russiagate",1
"2803","ruth",1
"2804","ryan",1
"2805","sabotaged",1
"2806","sacrificing",1
"2807","sad",1
"2808","safer",1
"2809","safesecure",1
"2810","safetycrime",1
"2811","saga",1
"2812","salaries",1
"2813","sale",1
"2814","sales",1
"2815","sam",1
"2816","sample",1
"2817","sat",1
"2818","savannas",1
"2819","savedusa",1
"2820","savings",1
"2821","savior",1
"2822","sc",1
"2823","scale",1
"2824","scamgo",1
"2825","scarboroughs",1
"2826","sch",1
"2827","school",1
"2828","schumer",1
"2829","scoop",1
"2830","scratch",1
"2831","scum",1
"2832","sea",1
"2833","sectionprotections",1
"2834","securit",1
"2835","seei",1
"2836","selfdefe",1
"2837","sell",1
"2838","semiautos",1
"2839","senates",1
"2840","senatorial",1
"2841","senatorwe",1
"2842","send",1
"2843","senior",1
"2844","sensethey",1
"2845","sentences",1
"2846","sept",1
"2847","septat",1
"2848","sergeant",1
"2849","service",1
"2850","set",1
"2851","setting",1
"2852","shadow",1
"2853","shake",1
"2854","shallow",1
"2855","sham",1
"2856","shameful",1
"2857","shape",1
"2858","sharper",1
"2859","shearer",1
"2860","shed",1
"2861","sheddin",1
"2862","sheltering",1
"2863","shenanigans",1
"2864","shield",1
"2865","shiny",1
"2866","shipped",1
"2867","shocking",1
"2868","short",1
"2869","shouldn",1
"2870","showtimes",1
"2871","shutdown",1
"2872","shutdowns",1
"2873","shuts",1
"2874","sickening",1
"2875","sided",1
"2876","siege",1
"2877","signature",1
"2878","signed",1
"2879","significant",1
"2880","signing",1
"2881","silent",1
"2882","silly",1
"2883","sillywith",1
"2884","simply",1
"2885","simpson",1
"2886","singledose",1
"2887","singleshot",1
"2888","sinister",1
"2889","sir",1
"2890","sitting",1
"2891","situation",1
"2892","sj",1
"2893","skip",1
"2894","slams",1
"2895","slow",1
"2896","slowly",1
"2897","smear",1
"2898","smile",1
"2899","soc",1
"2900","socalled",1
"2901","socialism",1
"2902","socialist",1
"2903","socialists",1
"2904","softballs",1
"2905","sold",1
"2906","solidarity",1
"2907","someonelectures",1
"2908","soonyoure",1
"2909","sorts",1
"2910","sounding",1
"2911","sounds",1
"2912","space",1
"2913","speaking",1
"2914","special",1
"2915","speculating",1
"2916","speech",1
"2917","speeches",1
"2918","speed",1
"2919","spells",1
"2920","spend",1
"2921","spending",1
"2922","spewing",1
"2923","spirit",1
"2924","split",1
"2925","splitting",1
"2926","spread",1
"2927","spying",1
"2928","square",1
"2929","sta",1
"2930","stab",1
"2931","stack",1
"2932","staffers",1
"2933","staffs",1
"2934","stance",1
"2935","standard",1
"2936","star",1
"2937","stark",1
"2938","starrand",1
"2939","startedcalifornia",1
"2940","stated",1
"2941","stateoftheart",1
"2942","statessupreme",1
